"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-03","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","6.4","","","","1"
"2021-04","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.0","","","","1"
"2021-05","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.4","","","","1"
"2021-06","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.5","","","","1"
"2021-07","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.6","","","","1"
"2021-08","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.1","","","","1"
"2021-09","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.2","","","","1"
"2021-10","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.0","","","","1"
"2021-11","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.6","","","","1"
"2021-12","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.4","","","","1"
"2022-01","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.7","","","","1"
"2022-02","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.4","","","","1"
"2022-03","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.8","","","","1"
"2022-04","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.5","","","","1"
"2022-05","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.4","","","","1"
"2022-06","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.4","","","","1"
"2022-07","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.6","","","","1"
"2022-08","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.7","","","","1"
"2022-09","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.7","","","","1"
"2022-10","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.6","","","","1"
"2022-11","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.5","","","","1"
"2022-12","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.1","","","","1"
"2023-01","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.1","","","","1"
"2023-02","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.2","","","","1"
"2023-03","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.7","","","","1"
"2023-04","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.8","","","","1"
"2023-05","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.0","","","","1"
"2023-06","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.8","","","","1"
"2023-07","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.0","","","","1"
"2023-08","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.1","","","","1"
"2023-09","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.1","","","","1"
"2023-10","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.5","","","","1"
"2023-11","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.7","","","","1"
"2023-12","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.3","","","","1"
"2024-01","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.6","","","","1"
"2024-02","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.8","","","","1"
"2024-03","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.7","","","","1"
"2024-04","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.3","","","","1"
"2024-05","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.2","","","","1"
"2024-06","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","6.1","","","","1"
"2024-07","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","6.5","","","","1"
"2024-08","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","6.9","","","","1"
"2024-09","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","6.6","","","","1"
"2024-10","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","6.5","","","","1"
"2024-11","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","6.1","","","","1"
"2024-12","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.2","","","","1"
"2025-01","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.0","","","","1"
"2025-02","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.8","","","","1"
"2025-03","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.6","","","","1"
"2025-04","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.3","","","","1"
"2025-05","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.1","","","","1"
"2025-06","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.6","","","","1"
"2025-07","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.6","","","","1"
"2025-08","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.7","","","","1"
"2025-09","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","5.0","","","","1"
"2025-10","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.3","","","","1"
"2025-11","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","4.0","","","","1"
"2025-12","Trois-Rivières, Quebec","2021S0503442","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278718","15.5.1.1","3.8","","","","1"
"2011-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.0","","","","1"
"2011-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.6","","","","1"
"2011-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.3","","","","1"
"2011-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.1","","","","1"
"2011-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.7","","","","1"
"2011-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","10.0","","","","1"
"2011-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","10.8","","","","1"
"2011-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","10.7","","","","1"
"2011-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","11.5","","","","1"
"2011-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","10.1","","","","1"
"2011-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","9.1","","","","1"
"2011-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.3","","","","1"
"2012-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.2","","","","1"
"2012-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.4","","","","1"
"2012-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.5","","","","1"
"2012-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.4","","","","1"
"2012-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.2","","","","1"
"2012-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","9.3","","","","1"
"2012-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","9.8","","","","1"
"2012-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","11.2","","","","1"
"2012-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","11.8","","","","1"
"2012-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","12.2","","","","1"
"2012-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","11.4","","","","1"
"2012-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","10.0","","","","1"
"2013-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.0","","","","1"
"2013-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.5","","","","1"
"2013-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.8","","","","1"
"2013-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.1","","","","1"
"2013-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.7","","","","1"
"2013-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.4","","","","1"
"2013-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.7","","","","1"
"2013-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.1","","","","1"
"2013-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.8","","","","1"
"2013-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","10.3","","","","1"
"2013-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","9.7","","","","1"
"2013-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","10.2","","","","1"
"2014-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","9.0","","","","1"
"2014-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","10.3","","","","1"
"2014-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","9.8","","","","1"
"2014-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","9.1","","","","1"
"2014-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","10.6","","","","1"
"2014-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","10.2","","","","1"
"2014-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","9.7","","","","1"
"2014-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.9","","","","1"
"2014-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.7","","","","1"
"2014-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.4","","","","1"
"2014-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.3","","","","1"
"2014-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.3","","","","1"
"2015-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","10.1","","","","1"
"2015-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","9.1","","","","1"
"2015-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.5","","","","1"
"2015-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.6","","","","1"
"2015-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.6","","","","1"
"2015-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.5","","","","1"
"2015-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.7","","","","1"
"2015-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.1","","","","1"
"2015-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.3","","","","1"
"2015-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.5","","","","1"
"2015-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.6","","","","1"
"2015-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.7","","","","1"
"2016-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.6","","","","1"
"2016-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.0","","","","1"
"2016-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.5","","","","1"
"2016-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.7","","","","1"
"2016-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","8.0","","","","1"
"2016-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.1","","","","1"
"2016-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.6","","","","1"
"2016-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.2","","","","1"
"2016-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.6","","","","1"
"2016-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.1","","","","1"
"2016-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.0","","","","1"
"2016-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.7","","","","1"
"2017-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.7","","","","1"
"2017-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.8","","","","1"
"2017-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.3","","","","1"
"2017-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.3","","","","1"
"2017-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.5","","","","1"
"2017-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.6","","","","1"
"2017-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.2","","","","1"
"2017-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.6","","","","1"
"2017-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.2","","","","1"
"2017-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.8","","","","1"
"2017-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.4","","","","1"
"2017-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.0","","","","1"
"2018-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.4","","","","1"
"2018-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.3","","","","1"
"2018-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.1","","","","1"
"2018-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.5","","","","1"
"2018-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.8","","","","1"
"2018-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.8","","","","1"
"2018-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.1","","","","1"
"2018-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.8","","","","1"
"2018-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.2","","","","1"
"2018-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.9","","","","1"
"2018-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.1","","","","1"
"2018-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.1","","","","1"
"2019-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.6","","","","1"
"2019-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.0","","","","1"
"2019-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.9","","","","1"
"2019-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.0","","","","1"
"2019-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.6","","","","1"
"2019-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.9","","","","1"
"2019-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.7","","","","1"
"2019-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.6","","","","1"
"2019-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.3","","","","1"
"2019-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.7","","","","1"
"2019-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","3.1","","","","1"
"2019-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","1.8","","","","1"
"2020-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","1.6","","","","1"
"2020-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","1.3","","","","1"
"2020-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","2.3","","","","1"
"2020-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","9.8","","","","1"
