Unnamed: 0,date,year,month,quarter,season,covid_period,ridership,gas_price_regular,unemployment_rate,avg_temp,total_precip_mm,total_snow_cm,avg_max_temp,avg_min_temp,climate_data_flag,days_in_month,missing_temp_days,missing_precip_days,missing_snow_days,temp_completeness,precip_completeness,snow_completeness,ridership_lag1,ridership_lag12,gas_price_lag1,unemployment_rate_lag1,avg_temp_lag1,total_precip_mm_lag1,total_snow_cm_lag1
157,2020-02-01,2020,2,1,Winter,Pre-COVID,1726000,111.0,5.4,-2.872413793103448,56.4,51.0,0.7241379310344828,-6.465517241379311,False,29,0,0,0,1.0,1.0,1.0,1670000.0,1670000.0,114.6,5.3,-1.612903225806452,145.4,29.4
158,2020-03-01,2020,3,1,Spring,COVID/Recovery,972000,86.1,6.5,3.123076923076923,56.2,5.2,8.0,-1.788461538461538,False,31,5,5,5,0.8387096774193549,0.8387096774193549,0.8387096774193549,1726000.0,1725000.0,111.0,5.4,-2.872413793103448,56.4,51.0
159,2020-04-01,2020,4,2,Spring,COVID/Recovery,205000,79.1,8.8,6.627272727272728,16.2,0.0,12.22727272727273,1.0,True,30,19,19,19,0.3666666666666667,0.3666666666666667,0.3666666666666667,972000.0,1681000.0,86.1,6.5,3.123076923076923,56.2,5.2
160,2020-05-01,2020,5,2,Spring,COVID/Recovery,263000,91.2,12.4,11.76875,34.7,0.0,17.40625,6.0625,True,31,15,15,15,0.5161290322580645,0.5161290322580645,0.5161290322580645,205000.0,1683000.0,79.1,8.8,6.627272727272728,16.2,0.0
161,2020-06-01,2020,6,2,Summer,COVID/Recovery,345000,99.9,14.3,19.15,8.2,0.0,27.125,11.125,True,30,22,22,22,0.2666666666666667,0.2666666666666667,0.2666666666666667,263000.0,1725000.0,91.2,12.4,11.76875,34.7,0.0
162,2020-07-01,2020,7,3,Summer,COVID/Recovery,512000,104.3,15.1,25.06666666666666,32.8,0.0,31.45833333333333,18.625,True,31,19,19,19,0.3870967741935484,0.3870967741935484,0.3870967741935484,345000.0,1627000.0,99.9,14.3,19.15,8.2,0.0
163,2020-08-01,2020,8,3,Summer,COVID/Recovery,586000,103.9,13.8,21.66842105263158,66.6,0.0,27.34210526315789,15.94736842105263,True,31,12,12,12,0.6129032258064516,0.6129032258064516,0.6129032258064516,512000.0,1596000.0,104.3,15.1,25.06666666666666,32.8,0.0
164,2020-09-01,2020,9,3,Fall,COVID/Recovery,629000,101.8,12.7,16.33888888888889,26.0,0.0,21.66666666666667,10.94444444444444,True,30,12,12,12,0.6,0.6,0.6,586000.0,1798000.0,103.9,13.8,21.66842105263158,66.6,0.0
165,2020-10-01,2020,10,4,Fall,COVID/Recovery,607000,100.7,11.2,9.094444444444443,32.4,0.0,13.63888888888889,4.5,True,31,13,13,13,0.5806451612903225,0.5806451612903225,0.5806451612903225,629000.0,1778000.0,101.8,12.7,16.33888888888889,26.0,0.0
166,2020-11-01,2020,11,4,Fall,COVID/Recovery,578000,99.3,10.4,5.854545454545455,69.0,32.8,9.636363636363637,2.045454545454545,True,30,8,8,8,0.7333333333333334,0.7333333333333334,0.7333333333333334,607000.0,1807000.0,100.7,11.2,9.094444444444443,32.4,0.0
167,2020-12-01,2020,12,4,Winter,COVID/Recovery,486000,103.6,10.5,-0.5290322580645161,63.4,32.8,2.370967741935484,-3.435483870967742,False,31,0,0,0,1.0,1.0,1.0,578000.0,1587000.0,99.3,10.4,5.854545454545455,69.0,32.8
168,2021-01-01,2021,1,1,Winter,COVID/Recovery,421000,110.9,11.2,-3.636,21.2,14.4,-0.58,-6.64,False,31,6,6,6,0.8064516129032258,0.8064516129032258,0.8064516129032258,486000.0,1670000.0,103.6,10.5,-0.5290322580645161,63.4,32.8
169,2021-02-01,2021,2,1,Winter,COVID/Recovery,451000,118.1,11.6,-5.175,36.8,33.2,-0.9375,-9.375,False,28,4,4,4,0.8571428571428572,0.8571428571428572,0.8571428571428572,421000.0,1726000.0,110.9,11.2,-3.636,21.2,14.4
170,2021-03-01,2021,3,1,Spring,COVID/Recovery,509000,123.8,10.8,3.558620689655172,42.99999999999999,0.0,9.70689655172414,-2.620689655172414,False,31,2,2,2,0.935483870967742,0.935483870967742,0.935483870967742,451000.0,972000.0,118.1,11.6,-5.175,36.8,33.2
171,2021-04-01,2021,4,2,Spring,COVID/Recovery,449000,125.9,10.1,8.392857142857142,60.6,3.8,13.57142857142857,3.178571428571428,False,30,2,2,2,0.9333333333333332,0.9333333333333332,0.9333333333333332,509000.0,205000.0,123.8,10.8,3.558620689655172,42.99999999999999,0.0
172,2021-05-01,2021,5,2,Spring,COVID/Recovery,464000,130.2,10.0,12.85357142857143,20.0,0.2,19.64285714285714,6.0,False,31,3,3,3,0.9032258064516128,0.9032258064516128,0.9032258064516128,449000.0,263000.0,125.9,10.1,8.392857142857142,60.6,3.8
173,2021-06-01,2021,6,2,Summer,COVID/Recovery,524000,132.6,10.3,21.275,72.4,0.0,26.94642857142857,15.55357142857143,False,30,2,2,2,0.9333333333333332,0.9333333333333332,0.9333333333333332,464000.0,345000.0,130.2,10.0,12.85357142857143,20.0,0.2
174,2021-07-01,2021,7,3,Summer,COVID/Recovery,604000,136.4,10.0,21.1,89.7,0.0,26.53571428571428,15.625,False,31,3,3,3,0.9032258064516128,0.9032258064516128,0.9032258064516128,524000.0,512000.0,132.6,10.3,21.275,72.4,0.0
175,2021-08-01,2021,8,3,Summer,COVID/Recovery,661000,137.2,9.3,23.67333333333334,28.8,0.0,29.6,17.68333333333333,False,31,1,1,1,0.967741935483871,0.967741935483871,0.967741935483871,604000.0,586000.0,136.4,10.0,21.1,89.7,0.0
176,2021-09-01,2021,9,3,Fall,COVID/Recovery,759000,137.9,8.8,17.54666666666667,158.7,0.0,22.95,12.08333333333333,False,30,0,0,0,1.0,1.0,1.0,661000.0,629000.0,137.2,9.3,23.67333333333334,28.8,0.0
177,2021-10-01,2021,10,4,Fall,COVID/Recovery,836000,145.3,8.2,13.716,81.6,0.0,17.48,9.9,False,31,6,6,6,0.8064516129032258,0.8064516129032258,0.8064516129032258,759000.0,607000.0,137.9,8.8,17.54666666666667,158.7,0.0
178,2021-11-01,2021,11,4,Fall,COVID/Recovery,856000,144.3,7.7,3.442857142857143,39.3,11.6,7.910714285714286,-1.035714285714286,False,30,2,2,2,0.9333333333333332,0.9333333333333332,0.9333333333333332,836000.0,578000.0,145.3,8.2,13.716,81.6,0.0
179,2021-12-01,2021,12,4,Winter,COVID/Recovery,790000,137.7,7.4,1.838888888888889,53.8,10.8,5.75,-2.083333333333333,True,31,13,13,13,0.5806451612903225,0.5806451612903225,0.5806451612903225,856000.0,486000.0,144.3,7.7,3.442857142857143,39.3,11.6
180,2022-01-01,2022,1,1,Winter,COVID/Recovery,572000,146.1,7.8,-8.654166666666667,47.6,50.8,-3.833333333333333,-13.4375,True,31,7,7,7,0.7741935483870968,0.7741935483870968,0.7741935483870968,790000.0,421000.0,137.7,7.4,1.838888888888889,53.8,10.8
181,2022-02-01,2022,2,1,Winter,COVID/Recovery,775000,157.5,7.6,-4.714285714285714,52.2,29.4,-0.1964285714285714,-9.196428571428571,False,28,0,0,0,1.0,1.0,1.0,572000.0,451000.0,146.1,7.8,-8.654166666666667,47.6,50.8
182,2022-03-01,2022,3,1,Spring,COVID/Recovery,878000,173.0,7.3,1.351724137931034,60.2,13.6,6.206896551724138,-3.5,False,31,2,2,2,0.935483870967742,0.935483870967742,0.935483870967742,775000.0,509000.0,157.5,7.6,-4.714285714285714,52.2,29.4
183,2022-04-01,2022,4,2,Spring,COVID/Recovery,905000,174.3,6.5,6.888461538461538,55.6,5.0,11.96153846153846,1.769230769230769,False,30,4,4,4,0.8666666666666667,0.8666666666666667,0.8666666666666667,878000.0,449000.0,173.0,7.3,1.351724137931034,60.2,13.6
184,2022-05-01,2022,5,2,Spring,COVID/Recovery,993000,198.0,6.2,15.19,48.3,0.0,21.63333333333333,8.7,False,31,1,1,1,0.967741935483871,0.967741935483871,0.967741935483871,905000.0,464000.0,174.3,6.5,6.888461538461538,55.6,5.0
185,2022-06-01,2022,6,2,Summer,COVID/Recovery,1029000,205.9,6.0,19.05666666666667,59.0,0.0,25.65,12.41666666666667,False,30,0,0,0,1.0,1.0,1.0,993000.0,524000.0,198.0,6.2,15.19,48.3,0.0
186,2022-07-01,2022,7,3,Summer,COVID/Recovery,1000000,180.5,5.8,22.2741935483871,43.1,0.0,28.81935483870968,15.69354838709677,False,31,0,0,0,1.0,1.0,1.0,1029000.0,604000.0,205.9,6.0,19.05666666666667,59.0,0.0
187,2022-08-01,2022,8,3,Summer,COVID/Recovery,1009000,165.6,5.7,22.11071428571429,107.0,0.0,28.15714285714285,16.01785714285714,False,31,3,3,3,0.9032258064516128,0.9032258064516128,0.9032258064516128,1000000.0,661000.0,180.5,5.8,22.2741935483871,43.1,0.0
188,2022-09-01,2022,9,3,Fall,COVID/Recovery,1208000,148.7,5.9,17.59655172413793,47.1,0.0,22.89655172413793,12.24137931034483,False,30,1,1,1,0.9666666666666668,0.9666666666666668,0.9666666666666668,1009000.0,759000.0,165.6,5.7,22.11071428571429,107.0,0.0
189,2022-10-01,2022,10,4,Fall,COVID/Recovery,1188000,164.3,6.1,9.632142857142856,38.9,0.0,15.32142857142857,3.892857142857143,False,31,3,3,3,0.9032258064516128,0.9032258064516128,0.9032258064516128,1208000.0,836000.0,148.7,5.9,17.59655172413793,47.1,0.0
190,2022-11-01,2022,11,4,Fall,COVID/Recovery,1182000,161.6,6.4,5.596428571428571,52.8,8.0,10.01785714285714,1.142857142857143,False,30,2,2,2,0.9333333333333332,0.9333333333333332,0.9333333333333332,1188000.0,856000.0,164.3,6.1,9.632142857142856,38.9,0.0
191,2022-12-01,2022,12,4,Winter,COVID/Recovery,1080000,140.7,6.3,-0.96,85.7,12.1,2.42,-4.34,False,31,6,6,6,0.8064516129032258,0.8064516129032258,0.8064516129032258,1182000.0,790000.0,161.6,6.4,5.596428571428571,52.8,8.0
192,2023-01-01,2023,1,1,Winter,Post-COVID,1117000,148.6,6.2,-1.362962962962963,72.7,33.9,1.351851851851852,-4.074074074074074,False,31,4,4,4,0.8709677419354839,0.8709677419354839,0.8709677419354839,1080000.0,572000.0,140.7,6.3,-0.96,85.7,12.1
193,2023-02-01,2023,2,1,Winter,Post-COVID,1168000,144.6,5.9,-2.028571428571429,75.1,27.7,2.535714285714286,-6.589285714285714,False,28,0,0,0,1.0,1.0,1.0,1117000.0,775000.0,148.6,6.2,-1.362962962962963,72.7,33.9
194,2023-03-01,2023,3,1,Spring,Post-COVID,1190000,145.8,5.8,1.233333333333333,108.7,37.5,5.29,-2.816666666666667,False,31,1,1,1,0.967741935483871,0.967741935483871,0.967741935483871,1168000.0,878000.0,144.6,5.9,-2.028571428571429,75.1,27.7
195,2023-04-01,2023,4,2,Spring,Post-COVID,1198000,156.6,5.7,9.11,93.0,0.0,14.73333333333333,3.433333333333333,False,30,0,0,0,1.0,1.0,1.0,1190000.0,905000.0,145.8,5.8,1.233333333333333,108.7,37.5
196,2023-05-01,2023,5,2,Spring,Post-COVID,1239000,156.1,5.8,13.45483870967742,76.8,0.0,20.51612903225806,6.338709677419355,False,31,0,0,0,1.0,1.0,1.0,1198000.0,993000.0,156.6,5.7,9.11,93.0,0.0
197,2023-06-01,2023,6,2,Summer,Post-COVID,1237000,159.1,6.1,19.33571428571429,150.2,0.0,24.66071428571428,13.96428571428571,False,30,2,2,2,0.9333333333333332,0.9333333333333332,0.9333333333333332,1239000.0,1029000.0,156.1,5.8,13.45483870967742,76.8,0.0
198,2023-07-01,2023,7,3,Summer,Post-COVID,1217000,162.5,6.3,22.10384615384616,81.0,0.0,27.45185185185185,16.76153846153846,False,31,5,4,4,0.8387096774193549,0.8709677419354839,0.8709677419354839,1237000.0,1000000.0,159.1,6.1,19.33571428571429,150.2,0.0
199,2023-08-01,2023,8,3,Summer,Post-COVID,1213000,169.4,6.5,19.47096774193549,74.60000000000001,0.0,25.24193548387097,13.66129032258065,False,31,0,0,0,1.0,1.0,1.0,1217000.0,1009000.0,162.5,6.3,22.10384615384616,81.0,0.0
200,2023-09-01,2023,9,3,Fall,Post-COVID,1377000,165.6,6.5,17.87666666666667,27.4,0.0,23.95,11.76666666666667,False,30,0,0,0,1.0,1.0,1.0,1213000.0,1208000.0,169.4,6.5,19.47096774193549,74.60000000000001,0.0
201,2023-10-01,2023,10,4,Fall,Post-COVID,1343000,152.9,6.7,12.09642857142857,50.2,0.0,16.67857142857143,7.446428571428571,False,31,3,3,3,0.9032258064516128,0.9032258064516128,0.9032258064516128,1377000.0,1188000.0,165.6,6.5,17.87666666666667,27.4,0.0
202,2023-11-01,2023,11,4,Fall,Post-COVID,1331000,148.8,6.8,3.911538461538462,45.2,1.5,8.076923076923077,-0.2884615384615384,False,30,4,4,4,0.8666666666666667,0.8666666666666667,0.8666666666666667,1343000.0,1182000.0,152.9,6.7,12.09642857142857,50.2,0.0
203,2023-12-01,2023,12,4,Winter,Post-COVID,1220000,143.7,6.9,2.556666666666666,76.4,11.5,4.683333333333334,0.4,False,31,1,1,1,0.967741935483871,0.967741935483871,0.967741935483871,1331000.0,1080000.0,148.8,6.8,3.911538461538462,45.2,1.5
204,2024-01-01,2024,1,1,Winter,Post-COVID,1224000,144.2,7.0,-1.810714285714285,126.1,16.5,0.3035714285714285,-3.907142857142857,False,31,3,3,3,0.9032258064516128,0.9032258064516128,0.9032258064516128,1220000.0,1117000.0,143.7,6.9,2.556666666666666,76.4,11.5
205,2024-02-01,2024,2,1,Winter,Post-COVID,1237000,148.5,7.2,0.7185185185185184,34.8,10.8,5.388888888888889,-3.981481481481481,False,29,2,2,2,0.9310344827586208,0.9310344827586208,0.9310344827586208,1224000.0,1168000.0,144.2,7.0,-1.810714285714285,126.1,16.5
206,2024-03-01,2024,3,1,Spring,Post-COVID,1320000,153.8,7.5,4.160714285714286,54.4,18.5,8.75,-0.4642857142857143,False,31,3,3,3,0.9032258064516128,0.9032258064516128,0.9032258064516128,1237000.0,1190000.0,148.5,7.2,0.7185185185185184,34.8,10.8
207,2024-04-01,2024,4,2,Spring,Post-COVID,1279000,167.7,7.7,8.672413793103448,149.8,0.0,13.17241379310345,4.137931034482759,False,30,1,1,1,0.9666666666666668,0.9666666666666668,0.9666666666666668,1320000.0,1198000.0,153.8,7.5,4.160714285714286,54.4,18.5
208,2024-05-01,2024,5,2,Spring,Post-COVID,1333000,165.5,7.8,16.52258064516129,96.6,0.0,22.14516129032258,10.83870967741935,False,31,0,0,0,1.0,1.0,1.0,1279000.0,1239000.0,167.7,7.7,8.672413793103448,149.8,0.0
209,2024-06-01,2024,6,2,Summer,Post-COVID,1324000,162.2,7.7,20.12,78.0,0.0,25.38333333333333,14.81666666666667,False,30,0,0,0,1.0,1.0,1.0,1333000.0,1237000.0,165.5,7.8,16.52258064516129,96.6,0.0
210,2024-07-01,2024,7,3,Summer,Post-COVID,1267000,166.9,7.6,22.64516129032258,137.0,0.0,28.51612903225806,16.7258064516129,False,31,0,0,0,1.0,1.0,1.0,1324000.0,1217000.0,162.2,7.7,20.12,78.0,0.0
211,2024-08-01,2024,8,3,Summer,Post-COVID,1258000,160.6,8.0,21.39677419354839,148.2,0.0,26.69354838709678,16.06451612903226,False,31,0,0,0,1.0,1.0,1.0,1267000.0,1213000.0,166.9,7.6,22.64516129032258,137.0,0.0
212,2024-09-01,2024,9,3,Fall,Post-COVID,1408000,148.6,8.0,18.91,71.0,0.0,24.46666666666667,13.3,False,30,0,0,0,1.0,1.0,1.0,1258000.0,1377000.0,160.6,8.0,21.39677419354839,148.2,0.0
213,2024-10-01,2024,10,4,Fall,Post-COVID,1389000,151.5,8.1,11.86129032258064,20.4,0.0,17.85483870967742,5.806451612903226,False,31,0,0,0,1.0,1.0,1.0,1408000.0,1343000.0,148.6,8.0,18.91,71.0,0.0
214,2024-11-01,2024,11,4,Fall,Post-COVID,1397000,152.4,8.3,6.636666666666667,42.0,0.0,10.08333333333333,3.15,False,30,0,0,0,1.0,1.0,1.0,1389000.0,1331000.0,151.5,8.1,11.86129032258064,20.4,0.0
215,2024-12-01,2024,12,4,Winter,Post-COVID,1061000,151.8,8.5,-0.8366666666666667,75.4,16.8,2.0,-3.666666666666667,False,31,1,1,1,0.967741935483871,0.967741935483871,0.967741935483871,1397000.0,1220000.0,152.4,8.3,6.636666666666667,42.0,0.0
216,2025-01-01,2025,1,1,Winter,Post-COVID,1250000,156.0,8.8,-5.53448275862069,26.2,27.2,-2.258620689655173,-8.775862068965518,False,31,2,2,2,0.935483870967742,0.935483870967742,0.935483870967742,1061000.0,1224000.0,151.8,8.5,-0.8366666666666667,75.4,16.8
217,2025-02-01,2025,2,1,Winter,Post-COVID,1169000,155.4,8.6,-4.874074074074074,72.2,64.4,-1.444444444444444,-8.277777777777779,False,28,1,1,1,0.9642857142857144,0.9642857142857144,0.9642857142857144,1250000.0,1237000.0,156.0,8.8,-5.53448275862069,26.2,27.2
218,2025-03-01,2025,3,1,Spring,Post-COVID,1385000,153.4,8.7,2.673333333333333,70.6,0.6,7.416666666666667,-2.083333333333333,False,31,1,1,1,0.967741935483871,0.967741935483871,0.967741935483871,1169000.0,1320000.0,155.4,8.6,-4.874074074074074,72.2,64.4
219,2025-04-01,2025,4,2,Spring,Post-COVID,1299000,133.2,8.6,7.893103448275863,83.8,3.2,13.62068965517242,2.120689655172414,False,30,1,1,1,0.9666666666666668,0.9666666666666668,0.9666666666666668,1385000.0,1279000.0,153.4,8.7,2.673333333333333,70.6,0.6
220,2025-05-01,2025,5,2,Spring,Post-COVID,1308000,136.4,8.7,13.33703703703704,78.6,0.0,18.7037037037037,7.925925925925926,False,31,4,4,4,0.8709677419354839,0.8709677419354839,0.8709677419354839,1299000.0,1333000.0,133.2,8.6,7.893103448275863,83.8,3.2
221,2025-06-01,2025,6,2,Summer,Post-COVID,1289000,136.2,8.7,20.89666666666666,32.6,0.0,26.65,15.1,False,30,0,0,0,1.0,1.0,1.0,1308000.0,1324000.0,136.4,8.7,13.33703703703704,78.6,0.0
222,2025-07-01,2025,7,3,Summer,Post-COVID,1276000,135.3,8.9,24.19,38.8,0.0,30.26666666666667,18.08333333333333,False,31,1,1,1,0.967741935483871,0.967741935483871,0.967741935483871,1289000.0,1267000.0,136.2,8.7,20.89666666666666,32.6,0.0
223,2025-08-01,2025,8,3,Summer,Post-COVID,1250000,136.0,8.8,21.43225806451613,49.4,0.0,27.30645161290322,15.53225806451613,False,31,0,0,0,1.0,1.0,1.0,1276000.0,1258000.0,135.3,8.9,24.19,38.8,0.0
224,2025-09-01,2025,9,3,Fall,Post-COVID,1375000,138.9,8.8,18.48,76.4,0.0,24.8,12.11666666666667,False,30,0,0,0,1.0,1.0,1.0,1250000.0,1408000.0,136.0,8.8,21.43225806451613,49.4,0.0
225,2025-10-01,2025,10,4,Fall,Post-COVID,1357000,132.6,8.6,11.87096774193548,50.8,0.0,17.20967741935484,6.483870967741935,False,31,0,0,0,1.0,1.0,1.0,1375000.0,1389000.0,138.9,8.8,18.48,76.4,0.0
226,2025-11-01,2025,11,4,Fall,Post-COVID,1359000,137.0,8.2,4.048148148148148,34.2,10.0,7.888888888888889,0.1481481481481481,False,30,3,3,3,0.9,0.9,0.9,1357000.0,1397000.0,132.6,8.6,11.87096774193548,50.8,0.0
227,2025-12-01,2025,12,4,Winter,Post-COVID,1220000,126.0,8.1,-3.456,54.2,18.2,0.52,-7.4,False,31,6,6,6,0.8064516129032258,0.8064516129032258,0.8064516129032258,1359000.0,1061000.0,137.0,8.2,4.048148148148148,34.2,10.0
